ID	SENTIMENT	TEXT
non_fbis_04.08.51-29183-8	negative	Crouched in their cages in Cuba, they must know that back in  Afghanistan TVs are glowing, Bollywood is bellowing, men are  shaving, women unveiling and sending their daughters to school.
non_fbis_08.11.35-9355-28	neutral	- Chavez officially re-takes the presidency in an emotional  Presidential palace ceremony at 4:30 am (0830 GMT).
20020314_20.27.25-21759-3	negative	And as long as this pretence of a vicious war against Israel holds, Sharon can keep his waning grip on power for more time.
non_fbis_08.01.38-4843-6	neutral	The Clinton administration, fearing "economic contagion," was  willing to back loans to teetering governments in Thailand,  Indonesia, South Korea and Russia.
non_fbis_08.36.15-7509-1	negative	The British Prime Minister, Tony Blair, disagreed yesterday with  Australia's decision to sign a climate change deal with the  United States.
20020209_20.27.35-29256-16	neutral	The world is watching how the US is treating the detainees in Guantanamo.
non_fbis_09.11.12-16761-3	neutral	Jiang's subdued tone, despite US pledges to press on with arms  sales to Taipei and a "defence summit" with Taiwan officials  next month, underlined his desire to avoid disputes with  Washington ahead of a leadership handover this autumn.
20020418_21.37.20-19607-22	neutral	Contrary to the visible scene and to the illusion of Sharon and Bush, this Zionist-US crime has confirmed that the Zionist entity's historical impasse is constantly aggravating and that "the Arabs' recognition of this entity's right to exist" is now more distant than before despite some official Arab "recognitions."
20011024_19.59.31-21964-0	neutral	Tehran, Oct 21, IRNA -- Visiting Venezuelan President Hugo Chavez here Sunday underscored the need for coordinated efforts among members of the Organization of Petroleum Exporting Countries (OPEC) to keep oil prices at a 'fair' level.
20020209_20.27.35-29256-6	negative	Washington needs to review its own history of crimes against humanity, especially the non-WASP humanity.
20020213_20.53.19-28892-5	negative	Meanwhile, the same official said that he did not agree with the comments that the Forum was ``OIC-EU front against the United States.``
non_fbis_08.27.54-12647-2	negative	It was a  sudden end to the turbulent three-year reign of a mercurial  strongman elected on promises to distance his country from the  United States while uprooting Venezuela's old social order.
non_fbis_08.07.48-9357-9	neutral	Mr. Howard was chairman of the three-nation committee.
non_fbis_13.44.36-19236-37	positive	The president was nowhere to be seen in  Harare as his supporters took over the downtown streets of the  capital, loudly celebrating his victory.
temp_fbis_21.03.47-22424-39	positive	If China only uses common warheads, at most, it would only make a few holes in Taiwan.
20020303_21.11.57-16690-9	neutral	Mkapa reiterated that quiet diplomacy was the correct route to follow, a view shared by his other Southern African Development Community colleagues.
non_fbis_12.22.23-26451-14	neutral	Meanwhile, the government is planning to call on teachers,  police and the army to supervise voting.
20011125_21.01.18-7143-2	neutral	The army announced this on Friday [23 November].
20011220_21.22.09-18839-23	neutral	In January-September 2001, Ukrainian industrial enterprises shipped products (rendered services) valued at Hr112.9 billion, of which sum barter deals accounted for Hr9.1 billion (8.1%) and monetary payments made up Hr87.7 billion (77.7%).
temp_fbis_21.20.14-9569-22	positive	That was particularly because his policies enjoyed widespread support among regional countries.
20020202_20.37.54-21168-35	neutral	To this end, Jorge Remes Lenicov's economic team has developed an index or formula including such parameters as projected annual inflation rates, the government's budget, the exchange rate of the dollar, and issuance of money by the Central Bank.
20020224_20.56.08-8888-24	negative	It had been expected of the President that he would manage change in the world, Hoagland noted critically, and not try to change the world by command.
20020202_20.37.54-21168-7	negative	This constraint, combined with the difficulties of even withdrawing money for daily use from salary direct-deposit accounts, has heightened social unrest, as people have staged marches, banging on pots and pans, and other demonstrations to protest the prevailing economic situation.
non_fbis_14.06.39-26143-32	negative	The vitriol continues.
20010830_01.03.02-16670-9	neutral	However, through the protests of local labor groups, foreign laborers' working rights were protected, bringing extra attention to the power of Taiwan labor groups.
20020318_20.48.00-11907-6	positive	At the State House, where the ceremony was held, thousands of ZANU-PF supporters in clothing emblazoned with Mugabe's portrait, were singing and dancing to celebrate his victory, with a hope that Mugabe will finally deliver on his promises to give them the land currently owned by the country's white minority.
20011101_20.55.06-13183-0	neutral	PESHAWAR, Pakistan, Nov 1 (AFP) -- About 1,000 armed Pakistani tribesmen crossed into Afghanistan on Thursday to fight with the Taliban against the United States, witnesses said.
20010829_23.03.25-11609-4	neutral	LG also plans to upgrade the current system beginning 2002.
20020202_20.37.54-21168-29	positive	It has been confirmed that there will be "coupons" for savers who want to buy things, with their frozen funds as collateral.
non_fbis_13.08.06-1812-19	neutral	The railcar  is needed to transport the space station's 58-foot robot arm  from one end of the outpost to the other as more girders are  installed.
20020118_21.16.15-1122-17	negative	We want to avoid expeditious justice," he said.
non_fbis_12.08.27-27397-42	neutral	Thousands of voters in Harare were chased away from polling  stations on Monday night by police, despite waiting for three  chaotic days to cast their ballots.
temp_fbis_21.20.14-9569-17	positive	One of the main objectives of his policies was to properly utilize Venezuela's vast natural riches, namely oil.
20020223_20.53.55-17301-9	positive	Thirty years later, the United States now considers itself the world's sole superpower.
non_fbis_11.08.55-4179-18	negative	In this instance, military sources said, the number of prisoners  would be much smaller -- perhaps in the dozens -- and the  logistics would focus more on security at the 45-square-mile  base and less on the comfort of prisoners who are considered  either members of a terrorist network or supporters of  terrorists.
20011230_21.17.41-25537-30	neutral	Argentine pension funds have enjoyed interest rates as high as 35 percent over recent months: No less than 45 percent of the national debt estimated at between $130 and $150 billion is held by the Argentines themselves.
non_fbis_15.16.19-1897-2	neutral	Frank Culbertson,  an American astronaut and the commander of Expedition 3 to the  ISS, will survey and control their actions from aboard the  station.
