IDOfClassifiersUsed	nrOfClassifiersUsed	dev	test.Twitter2014	test.Twitter2014Sarcasm	test.Twitter2013	test.SMS2013	test.LiveJournal2014
"3,7,9,10,11,12"	6	0.5865729	0.604955	0.3841608	0.5935875	0.5750961	0.6166305
"3,8,9,10,11,12"	6	0.6089483	0.6307194	0.425	0.6028205	0.585399	0.6423828
"4,5,6,10,11,12"	6	0.6426025	0.6519541	0.4511111	0.65198	0.6238007	0.7038534
"4,5,6,7,10,11"	6	0.633467	0.6532597	0.4511111	0.6518194	0.6111541	0.7022321
"4,5,6,7,10,12"	6	0.6278962	0.645014	0.3932367	0.6519179	0.6241223	0.7086739
"4,5,6,7,11,12"	6	0.6324284	0.6623669	0.4204545	0.6549254	0.6275676	0.7060595
"4,5,6,7,8,10"	6	0.6370974	0.6473905	0.4369748	0.6474861	0.6215484	0.7067133
"4,5,6,7,8,11"	6	0.6497024	0.6570226	0.4487395	0.6605701	0.6298606	0.7158101
"4,5,6,7,8,12"	6	0.6396055	0.6705621	0.4492041	0.6647306	0.6365156	0.699545
"4,5,6,7,8,9"	6	0.6712349	0.6862313	0.4171348	0.6713445	0.6391729	0.706937
"4,5,6,7,9,10"	6	0.6557351	0.6697706	0.4074582	0.6617147	0.6340515	0.7018769
"4,5,6,7,9,11"	6	0.6603893	0.6865306	0.4425366	0.6638936	0.6336352	0.7164503
"4,5,6,7,9,12"	6	0.646986	0.6784613	0.4458333	0.6706423	0.6373751	0.7084585
"4,5,6,8,10,11"	6	0.6546125	0.6573018	0.4618391	0.6485083	0.6214613	0.7096068
"4,5,6,8,10,12"	6	0.6498897	0.6541879	0.4361111	0.6595466	0.6361701	0.7099985
"4,5,6,8,11,12"	6	0.6365112	0.6551438	0.4476923	0.6628895	0.6353171	0.7066844
"4,5,6,8,9,10"	6	0.6799861	0.6809368	0.4539683	0.6654785	0.6267135	0.7144035
"4,5,6,8,9,11"	6	0.6693192	0.6907722	0.4546067	0.6742606	0.6357798	0.7184256
"4,5,6,8,9,12"	6	0.6651601	0.6792811	0.4439324	0.6754691	0.6322784	0.716964
"4,5,6,9,10,11"	6	0.6571664	0.6760498	0.4746067	0.6629737	0.6314191	0.7141386
"4,5,6,9,10,12"	6	0.6513834	0.6763211	0.4293478	0.6706175	0.6383566	0.7134457
"4,5,6,9,11,12"	6	0.6513217	0.6704569	0.4910773	0.6600896	0.6427197	0.7105842
"4,5,7,10,11,12"	6	0.6285582	0.6702104	0.4623256	0.6508054	0.6234194	0.7093337
"4,5,7,8,10,11"	6	0.6396261	0.6500921	0.4745098	0.6536881	0.6086298	0.702364
"4,5,7,8,10,12"	6	0.6466528	0.6463342	0.4511111	0.6454082	0.6295658	0.6996019
"4,5,7,8,11,12"	6	0.6435586	0.6568982	0.4605042	0.6570543	0.6242351	0.6958955
"4,5,7,8,9,10"	6	0.6538432	0.6849819	0.4633708	0.6571865	0.6220057	0.6976901
"4,5,7,8,9,11"	6	0.6658891	0.7032379	0.4752174	0.6756191	0.6304483	0.7012933
"4,5,7,8,9,12"	6	0.6573612	0.6700288	0.46	0.655512	0.635898	0.692064
"4,5,7,9,10,11"	6	0.6592089	0.6782957	0.4946524	0.6568345	0.6133136	0.701282
"4,5,7,9,10,12"	6	0.6487438	0.6663073	0.4462279	0.6583879	0.612334	0.6919234
"4,5,7,9,11,12"	6	0.6592754	0.6809524	0.4700835	0.6621922	0.6350758	0.7027674
"4,5,8,10,11,12"	6	0.6411143	0.6535863	0.4433708	0.6578831	0.6291094	0.7070842
"4,5,8,9,10,11"	6	0.6659916	0.6881784	0.4912587	0.6788441	0.6206682	0.7041123
"4,5,8,9,10,12"	6	0.6522254	0.6794023	0.4676923	0.6649411	0.6437973	0.7243658
"4,5,8,9,11,12"	6	0.6461205	0.6857939	0.4720801	0.6774745	0.6355842	0.7140504
"4,5,9,10,11,12"	6	0.6506152	0.6716691	0.49205	0.6609734	0.6163486	0.7093569
"4,6,7,10,11,12"	6	0.6380952	0.6430639	0.4292672	0.6484619	0.6475367	0.7191595
"4,6,7,8,10,11"	6	0.6281483	0.6576578	0.4701158	0.6622532	0.6386306	0.7154773
"4,6,7,8,10,12"	6	0.6117208	0.6585604	0.4462279	0.6442976	0.6275109	0.7094279
"4,6,7,8,11,12"	6	0.6375864	0.6626753	0.4604401	0.6673802	0.6359239	0.710636
"4,6,7,8,9,10"	6	0.6283018	0.6634134	0.4668182	0.662851	0.6301872	0.7042024
"4,6,7,8,9,11"	6	0.66297	0.6821927	0.4672076	0.669969	0.6381575	0.7139998
"4,6,7,8,9,12"	6	0.6359329	0.6747824	0.4911583	0.6641043	0.6256633	0.6985512
"4,6,7,9,10,11"	6	0.6448653	0.6719271	0.4404762	0.6699152	0.6482401	0.7252939
"4,6,7,9,10,12"	6	0.6293653	0.6559102	0.4668182	0.6571434	0.631109	0.6983345
"4,6,7,9,11,12"	6	0.6449069	0.6722095	0.4982031	0.6614893	0.6350575	0.6990382
"4,6,8,10,11,12"	6	0.637639	0.6621143	0.4381818	0.6688058	0.6449477	0.7222697
"4,6,8,9,10,11"	6	0.6506298	0.6829389	0.4756852	0.6791265	0.6413952	0.7304195
"4,6,8,9,10,12"	6	0.6300255	0.6821548	0.5099548	0.6740181	0.6419166	0.7044779
"4,6,8,9,11,12"	6	0.6394907	0.6735776	0.4787018	0.6684611	0.6448831	0.7092995
"4,6,9,10,11,12"	6	0.6468416	0.6636748	0.4258198	0.669366	0.6339497	0.7202361
"4,7,8,10,11,12"	6	0.6202998	0.6552762	0.4581818	0.6650036	0.6307278	0.7119947
"4,7,8,9,10,11"	6	0.6417917	0.6721675	0.4824441	0.6738826	0.6185632	0.6869601
"4,7,8,9,10,12"	6	0.6272984	0.6625569	0.5213508	0.6549127	0.6232539	0.674996
"4,7,8,9,11,12"	6	0.6471168	0.6833366	0.5058824	0.6763206	0.6262197	0.6881321
"4,7,9,10,11,12"	6	0.6595148	0.6673415	0.4496753	0.6660362	0.632212	0.6946666
"4,8,9,10,11,12"	6	0.6263506	0.6846884	0.4876837	0.6845872	0.6369427	0.7220472
"5,6,7,10,11,12"	6	0.6122885	0.6205571	0.429784	0.598679	0.599155	0.6905178
"5,6,7,8,10,11"	6	0.6122255	0.6332535	0.4619666	0.6262916	0.5989155	0.6907341
"5,6,7,8,10,12"	6	0.6103006	0.6211823	0.4407051	0.6243257	0.6038741	0.6864822
"5,6,7,8,11,12"	6	0.613138	0.6413289	0.4451477	0.6488984	0.6265371	0.6983988
"5,6,7,8,9,10"	6	0.628205	0.6469012	0.5	0.6326824	0.6093918	0.6651121
"5,6,7,8,9,11"	6	0.639057	0.6746161	0.4562963	0.6382921	0.615326	0.6897465
"5,6,7,8,9,12"	6	0.6255444	0.6509279	0.4923747	0.6409068	0.6065442	0.6840546
"5,6,7,9,10,11"	6	0.647602	0.6640389	0.4443627	0.6330289	0.6117256	0.6973725
"5,6,7,9,10,12"	6	0.6385252	0.6520425	0.4053571	0.6317178	0.5955175	0.6891661
"5,6,7,9,11,12"	6	0.6205213	0.6544706	0.429784	0.6351718	0.5951194	0.6867605
"5,6,8,10,11,12"	6	0.6182239	0.6202004	0.479721	0.6289819	0.609469	0.6850861
"5,6,8,9,10,11"	6	0.6416781	0.6639886	0.4953459	0.6355917	0.6136497	0.6968712
"5,6,8,9,10,12"	6	0.616516	0.6463678	0.4698039	0.6315773	0.6232015	0.6730309
"5,6,8,9,11,12"	6	0.611784	0.6622023	0.4661076	0.6488414	0.62914	0.6955796
"5,6,9,10,11,12"	6	0.6171819	0.6528031	0.4171084	0.6463235	0.6161689	0.7010915
"5,7,8,10,11,12"	6	0.6234848	0.6427221	0.4602544	0.6489318	0.6078382	0.6927417
"5,7,8,9,10,11"	6	0.6492285	0.6631986	0.5048077	0.6459145	0.6058864	0.6902184
"5,7,8,9,10,12"	6	0.6325343	0.6474908	0.4929263	0.6348711	0.5871539	0.6684303
"5,7,8,9,11,12"	6	0.6326303	0.6921137	0.4889706	0.6548669	0.6229318	0.697892
"5,7,9,10,11,12"	6	0.6319553	0.6779751	0.4371084	0.65076	0.6039241	0.6974786
"5,8,9,10,11,12"	6	0.6163851	0.6764225	0.502419	0.6639239	0.6187063	0.6973721
"6,7,8,10,11,12"	6	0.5638579	0.5976769	0.378744	0.6096939	0.5878759	0.6590783
"6,7,8,9,10,11"	6	0.6038744	0.6293425	0.4141156	0.597875	0.5642408	0.6331572
"6,7,8,9,10,12"	6	0.6081721	0.6353146	0.4525	0.6008417	0.5884145	0.6488297
"6,7,8,9,11,12"	6	0.6175619	0.6265468	0.4458333	0.6009815	0.5661473	0.6231964
"6,7,9,10,11,12"	6	0.5979621	0.6218077	0.405	0.5956168	0.5638272	0.6260596
"6,8,9,10,11,12"	6	0.6135193	0.6358763	0.4222973	0.6165253	0.5915367	0.6498148
"7,8,9,10,11,12"	6	0.6100473	0.6429721	0.4059929	0.6083962	0.593664	0.6345184
"1,2,3,4,10,11,12"	7	0.6331019	0.636011	0.4354545	0.6529012	0.6406601	0.7071185
"1,2,3,4,5,10,11"	7	0.6448039	0.6559671	0.4258198	0.6461309	0.6065166	0.6838189
"1,2,3,4,5,10,12"	7	0.6421001	0.6569988	0.4511111	0.6520592	0.6173436	0.6935201
"1,2,3,4,5,11,12"	7	0.6390201	0.6548053	0.4512084	0.6684309	0.6158175	0.6918613
"1,2,3,4,5,6,10"	7	0.6375457	0.6579673	0.4335601	0.6501116	0.6141522	0.6902428
"1,2,3,4,5,6,11"	7	0.6456319	0.6603049	0.4586813	0.657605	0.6028356	0.6977216
"1,2,3,4,5,6,12"	7	0.637055	0.6494882	0.4140753	0.6543379	0.6219138	0.6998372
"1,2,3,4,5,6,7"	7	0.6305414	0.6577659	0.3909297	0.657725	0.619406	0.6925122
"1,2,3,4,5,6,8"	7	0.6604331	0.6596337	0.4258198	0.6472934	0.6212821	0.6927421
"1,2,3,4,5,6,9"	7	0.6613003	0.6704225	0.4539683	0.6614144	0.6190446	0.7006635
"1,2,3,4,5,7,10"	7	0.6322628	0.6463748	0.4658427	0.6405356	0.6160803	0.6840805
"1,2,3,4,5,7,11"	7	0.6365829	0.6605429	0.4739535	0.6553027	0.6001948	0.6906085
"1,2,3,4,5,7,12"	7	0.6217089	0.6496023	0.4306977	0.6561139	0.6145295	0.6871647
"1,2,3,4,5,7,8"	7	0.6474089	0.6538969	0.4395805	0.650192	0.618819	0.6936845
"1,2,3,4,5,7,9"	7	0.6537471	0.6720332	0.4711111	0.6624948	0.6223725	0.6962822
"1,2,3,4,5,8,10"	7	0.6591079	0.6449984	0.4503448	0.6504458	0.6194464	0.6900532
"1,2,3,4,5,8,11"	7	0.6676619	0.6545135	0.4468182	0.6517132	0.6085129	0.6954113
"1,2,3,4,5,8,12"	7	0.6576825	0.6495121	0.4361111	0.6541503	0.6206535	0.6930338
"1,2,3,4,5,8,9"	7	0.6560891	0.6716206	0.4574639	0.6647099	0.6266189	0.7058176
"1,2,3,4,5,9,10"	7	0.665997	0.6641422	0.4574639	0.6578522	0.6180379	0.6966859
"1,2,3,4,5,9,11"	7	0.6627905	0.6776812	0.4756852	0.662139	0.6111876	0.6967154
"1,2,3,4,5,9,12"	7	0.6615072	0.6743337	0.4689441	0.6635571	0.6293563	0.7002144
"1,2,3,4,6,10,11"	7	0.6400966	0.6375948	0.4321348	0.6465812	0.6151067	0.7006196
"1,2,3,4,6,10,12"	7	0.6052526	0.6335515	0.4152778	0.6453972	0.6303946	0.6993298
"1,2,3,4,6,11,12"	7	0.620112	0.6403505	0.4539535	0.6575854	0.6309693	0.7145374
"1,2,3,4,6,7,10"	7	0.61891	0.64479	0.4107308	0.6507571	0.621873	0.7070381
"1,2,3,4,6,7,11"	7	0.6326508	0.6441586	0.4204545	0.6562049	0.6183936	0.7135907
"1,2,3,4,6,7,12"	7	0.6076772	0.6236273	0.4668182	0.6325198	0.6196841	0.6974372
"1,2,3,4,6,7,8"	7	0.6198655	0.6419573	0.4541176	0.6543328	0.6260695	0.6900209
"1,2,3,4,6,7,9"	7	0.6376556	0.6569764	0.4911111	0.6563766	0.6061328	0.684537
"1,2,3,4,6,8,10"	7	0.6202084	0.6442519	0.4212996	0.6488614	0.6159435	0.699377
"1,2,3,4,6,8,11"	7	0.6237479	0.6294515	0.4327938	0.6512814	0.6203741	0.6899958
"1,2,3,4,6,8,12"	7	0.6046039	0.6443956	0.4431818	0.6508634	0.6339959	0.6936367
"1,2,3,4,6,8,9"	7	0.6388322	0.6658774	0.4811765	0.6585336	0.6027016	0.6784046
"1,2,3,4,6,9,10"	7	0.6413834	0.6538716	0.4335601	0.6513797	0.6172006	0.6866028
"1,2,3,4,6,9,11"	7	0.6572012	0.6618673	0.4714932	0.6678558	0.6247842	0.7112271
"1,2,3,4,6,9,12"	7	0.6278575	0.6519096	0.4689441	0.6506655	0.5995273	0.6865155
"1,2,3,4,7,10,11"	7	0.6370398	0.6446677	0.4477352	0.64686	0.6213485	0.6916088
"1,2,3,4,7,10,12"	7	0.6044379	0.6303383	0.4610507	0.6374795	0.6099801	0.692021
"1,2,3,4,7,11,12"	7	0.6221118	0.6266321	0.4417077	0.6504267	0.6384357	0.7010572
"1,2,3,4,7,8,10"	7	0.6208428	0.6364552	0.4618391	0.6463121	0.6197447	0.6808351
"1,2,3,4,7,8,11"	7	0.6439083	0.6378771	0.4283313	0.6604246	0.620008	0.6888907
"1,2,3,4,7,8,12"	7	0.6064724	0.6437468	0.4818391	0.6499911	0.6236277	0.6842136
"1,2,3,4,7,8,9"	7	0.6302962	0.6604814	0.4396067	0.6567162	0.6150911	0.6690451
"1,2,3,4,7,9,10"	7	0.6143171	0.6465768	0.4837662	0.6420747	0.5968024	0.6600259
"1,2,3,4,7,9,11"	7	0.6458855	0.6554155	0.4591883	0.667141	0.627784	0.6910719
"1,2,3,4,7,9,12"	7	0.6091319	0.6518943	0.4396067	0.6480416	0.6210479	0.6796208
"1,2,3,4,8,10,11"	7	0.6348543	0.6258856	0.4495238	0.6398793	0.6204225	0.6984114
"1,2,3,4,8,10,12"	7	0.6078254	0.6346918	0.4245648	0.6409431	0.6255699	0.6878441
"1,2,3,4,8,11,12"	7	0.6253022	0.6378396	0.4238506	0.6520476	0.6227703	0.6840347
"1,2,3,4,8,9,10"	7	0.6442144	0.6563789	0.4655814	0.6506485	0.6079769	0.6917637
"1,2,3,4,8,9,11"	7	0.6510901	0.6612445	0.4628363	0.6611378	0.6110906	0.6933504
"1,2,3,4,8,9,12"	7	0.6263587	0.6586021	0.4686998	0.6539826	0.5964112	0.6682
"1,2,3,4,9,10,11"	7	0.6430269	0.6606673	0.4279526	0.6600224	0.6205893	0.7135297
"1,2,3,4,9,10,12"	7	0.6272349	0.6470411	0.4345383	0.6408033	0.6130371	0.6825689
"1,2,3,4,9,11,12"	7	0.6315785	0.6533696	0.4258824	0.6565477	0.6205394	0.6883903
"1,2,3,5,10,11,12"	7	0.6056349	0.6156936	0.4187988	0.6258952	0.5891719	0.6803483
"1,2,3,5,6,10,11"	7	0.6028732	0.6108007	0.4089506	0.6160425	0.5781488	0.6647067
"1,2,3,5,6,10,12"	7	0.6042681	0.6081162	0.4335419	0.5991285	0.5833106	0.6799939
"1,2,3,5,6,11,12"	7	0.5957021	0.6026101	0.4203425	0.6068476	0.5905048	0.676875
"1,2,3,5,6,7,10"	7	0.602607	0.6214173	0.4107143	0.6096793	0.5875325	0.6800434
"1,2,3,5,6,7,11"	7	0.5978349	0.6183808	0.4100125	0.6092675	0.5783033	0.6857958
"1,2,3,5,6,7,12"	7	0.5794067	0.5848109	0.4524219	0.5929609	0.5786199	0.6758472
"1,2,3,5,6,7,8"	7	0.5899508	0.613554	0.4309546	0.6339134	0.5785222	0.671115
"1,2,3,5,6,7,9"	7	0.6149495	0.6507964	0.4559482	0.6355317	0.5789786	0.6782725
"1,2,3,5,6,8,10"	7	0.5998499	0.6340759	0.468642	0.6307916	0.572887	0.6574668
"1,2,3,5,6,8,11"	7	0.6175019	0.6216587	0.4676923	0.6449694	0.5740613	0.6734225
"1,2,3,5,6,8,12"	7	0.6103685	0.6296334	0.4477352	0.6513364	0.592722	0.6597008
"1,2,3,5,6,8,9"	7	0.6214461	0.6525406	0.4974582	0.6365709	0.5829901	0.6724245
"1,2,3,5,6,9,10"	7	0.6197609	0.6593423	0.4477352	0.64298	0.5900577	0.671958
"1,2,3,5,6,9,11"	7	0.6353484	0.6654797	0.4275	0.6483943	0.5992674	0.6829697
"1,2,3,5,6,9,12"	7	0.6186596	0.6515517	0.452381	0.6385167	0.5852617	0.6771219
"1,2,3,5,7,10,11"	7	0.6179494	0.6167486	0.5037707	0.6038694	0.5712998	0.6660946
"1,2,3,5,7,10,12"	7	0.5878019	0.6047156	0.4421296	0.6007363	0.5725453	0.6624337
"1,2,3,5,7,11,12"	7	0.6060393	0.6043518	0.3891835	0.6014984	0.5852075	0.6731723
"1,2,3,5,7,8,10"	7	0.5940426	0.6198383	0.4923077	0.6367817	0.57605	0.660476
"1,2,3,5,7,8,11"	7	0.6391326	0.6346634	0.46	0.6473827	0.5830641	0.6662683
"1,2,3,5,7,8,12"	7	0.6120028	0.631934	0.4303571	0.6326123	0.5820054	0.6482564
"1,2,3,5,7,8,9"	7	0.6304083	0.6222487	0.4725	0.6210558	0.5869821	0.6559133
"1,2,3,5,7,9,10"	7	0.6239765	0.6410863	0.4496308	0.6275593	0.5795309	0.661003
"1,2,3,5,7,9,11"	7	0.6446623	0.6519112	0.4587912	0.6488311	0.5963384	0.6707231
"1,2,3,5,7,9,12"	7	0.6237204	0.6445933	0.4719073	0.6236655	0.577451	0.6647201
"1,2,3,5,8,10,11"	7	0.6164	0.6224934	0.4606602	0.6387999	0.5725931	0.6630843
"1,2,3,5,8,10,12"	7	0.6149176	0.6271613	0.4375	0.639102	0.5897351	0.6549422
"1,2,3,5,8,11,12"	7	0.6046376	0.6266532	0.4377289	0.6408725	0.5923115	0.65644
"1,2,3,5,8,9,10"	7	0.6301586	0.6555791	0.4466546	0.6322984	0.5692983	0.6617254
"1,2,3,5,8,9,11"	7	0.6444277	0.6483206	0.4821639	0.644543	0.5941168	0.6718053
"1,2,3,5,8,9,12"	7	0.6157287	0.6348173	0.4841629	0.63477	0.5909778	0.6593183
"1,2,3,5,9,10,11"	7	0.6291983	0.6492326	0.44	0.6390965	0.591401	0.6697247
"1,2,3,5,9,10,12"	7	0.624197	0.6512826	0.473253	0.6369521	0.5880192	0.6581749
"1,2,3,5,9,11,12"	7	0.6236287	0.6561965	0.4391534	0.6508055	0.5961639	0.6823913
"1,2,3,6,10,11,12"	7	0.5479257	0.5727894	0.4086957	0.5722668	0.5462401	0.6420366
"1,2,3,6,7,10,11"	7	0.5078369	0.5536069	0.3903858	0.5347442	0.5346065	0.6062719
"1,2,3,6,7,10,12"	7	0.5172707	0.5649358	0.3238095	0.5732272	0.5533216	0.6413618
"1,2,3,6,7,11,12"	7	0.5466828	0.5590422	0.3444976	0.5896883	0.5465691	0.6538133
"1,2,3,6,7,8,10"	7	0.5434462	0.563794	0.4349544	0.572193	0.5375542	0.6306279
"1,2,3,6,7,8,11"	7	0.5540117	0.5653922	0.379224	0.5872257	0.5420503	0.6492261
"1,2,3,6,7,8,12"	7	0.5385938	0.5772432	0.4449472	0.5903497	0.5548105	0.6344054
"1,2,3,6,7,8,9"	7	0.5969839	0.5818323	0.4375	0.5869739	0.5362793	0.6059306
"1,2,3,6,7,9,10"	7	0.5789358	0.5962877	0.403481	0.586531	0.5400824	0.597257
"1,2,3,6,7,9,11"	7	0.5802274	0.6025483	0.366657	0.5883949	0.5418065	0.6075949
"1,2,3,6,7,9,12"	7	0.5847458	0.5891502	0.4212963	0.592407	0.5440227	0.6186735
"1,2,3,6,8,10,11"	7	0.5582511	0.5675538	0.4193262	0.5858378	0.5706441	0.6420811
"1,2,3,6,8,10,12"	7	0.5492225	0.5941701	0.4390692	0.5989141	0.5800044	0.6493655
"1,2,3,6,8,11,12"	7	0.5494818	0.5843997	0.4293478	0.6045199	0.5752481	0.6493284
"1,2,3,6,8,9,10"	7	0.5831463	0.6025596	0.4348592	0.5925787	0.561623	0.631214
"1,2,3,6,8,9,11"	7	0.5976841	0.5923846	0.4128788	0.6067781	0.5600111	0.6418069
"1,2,3,6,8,9,12"	7	0.5984486	0.6108199	0.469777	0.6136767	0.5616672	0.6142771
"1,2,3,6,9,10,11"	7	0.5729665	0.6070894	0.4444444	0.5976329	0.5517146	0.6115475
"1,2,3,6,9,10,12"	7	0.5727294	0.6043965	0.4697648	0.5963568	0.5541324	0.6278041
"1,2,3,6,9,11,12"	7	0.5770876	0.605458	0.3920973	0.6088813	0.5667385	0.620973
"1,2,3,7,10,11,12"	7	0.5374839	0.5722776	0.339845	0.5942238	0.5769645	0.6246179
"1,2,3,7,8,10,11"	7	0.5510524	0.5788131	0.4460784	0.5701182	0.5548636	0.6230249
"1,2,3,7,8,10,12"	7	0.5395501	0.5835679	0.4230072	0.5951344	0.5725773	0.6300882
"1,2,3,7,8,11,12"	7	0.5773628	0.5921965	0.3940217	0.6087937	0.5880781	0.6263247
"1,2,3,7,8,9,10"	7	0.5928778	0.5960143	0.4708108	0.5785395	0.5508555	0.6034668
"1,2,3,7,8,9,11"	7	0.6019572	0.5906575	0.4060311	0.5906577	0.5434347	0.5887398
"1,2,3,7,8,9,12"	7	0.5917756	0.6048022	0.4658333	0.5912003	0.5635613	0.5866475
"1,2,3,7,9,10,11"	7	0.5857845	0.5793271	0.3778116	0.5801886	0.5353218	0.5822814
"1,2,3,7,9,10,12"	7	0.5639239	0.578024	0.4124931	0.5812384	0.5504927	0.601951
"1,2,3,7,9,11,12"	7	0.5687485	0.6000691	0.3472305	0.6030957	0.5589505	0.596632
"1,2,3,8,10,11,12"	7	0.5483733	0.5733931	0.3598485	0.5906962	0.5880184	0.6291068
"1,2,3,8,9,10,11"	7	0.5951329	0.6000204	0.4488235	0.5899952	0.5653635	0.6293518
"1,2,3,8,9,10,12"	7	0.6035959	0.620835	0.4535714	0.6020818	0.5727825	0.6279167
"1,2,3,8,9,11,12"	7	0.6014931	0.632442	0.4744048	0.6111649	0.5784486	0.6260766
"1,2,3,9,10,11,12"	7	0.5748207	0.6074243	0.406383	0.607398	0.5729387	0.6152235
"1,2,4,5,10,11,12"	7	0.6397688	0.650679	0.4423256	0.6454306	0.6099525	0.7039652
"1,2,4,5,6,10,11"	7	0.6405348	0.6430976	0.4668182	0.6457356	0.6053646	0.6933773
"1,2,4,5,6,10,12"	7	0.6315927	0.6409896	0.4569444	0.6390927	0.6214061	0.6998123
"1,2,4,5,6,11,12"	7	0.6321285	0.6356267	0.4739535	0.6510759	0.6163051	0.7035503
"1,2,4,5,6,7,10"	7	0.6179777	0.6411567	0.4074582	0.6324854	0.6096678	0.6909041
"1,2,4,5,6,7,11"	7	0.6395405	0.6632823	0.4633708	0.6540142	0.6174723	0.701208
"1,2,4,5,6,7,12"	7	0.6180546	0.6456829	0.4310304	0.6353733	0.629158	0.7065902
"1,2,4,5,6,7,8"	7	0.6439436	0.6526588	0.4179035	0.6541465	0.6273758	0.7034711
"1,2,4,5,6,7,9"	7	0.6597178	0.672898	0.4097538	0.6707728	0.6246869	0.7092583
"1,2,4,5,6,8,10"	7	0.6491367	0.6469648	0.4370557	0.6453401	0.617959	0.6955808
"1,2,4,5,6,8,11"	7	0.6456961	0.6631467	0.4191523	0.6612823	0.6220826	0.7090917
"1,2,4,5,6,8,12"	7	0.6456411	0.6517805	0.4511111	0.6592099	0.6299031	0.7048814
"1,2,4,5,6,8,9"	7	0.6756942	0.6820886	0.4476923	0.6725457	0.631092	0.7162238
"1,2,4,5,6,9,10"	7	0.6589445	0.6773774	0.4326923	0.6673183	0.6267463	0.7067475
"1,2,4,5,6,9,11"	7	0.6565915	0.6891218	0.4714695	0.6626402	0.6169861	0.7140326
"1,2,4,5,6,9,12"	7	0.6600635	0.6712812	0.4633708	0.6624677	0.6263711	0.7110225
"1,2,4,5,7,10,11"	7	0.6399829	0.6485899	0.4171348	0.6508622	0.6130743	0.6941393
"1,2,4,5,7,10,12"	7	0.6235457	0.6531666	0.4310304	0.6427398	0.611793	0.7051488
"1,2,4,5,7,11,12"	7	0.6419294	0.6527485	0.420068	0.6454438	0.6173591	0.700547
"1,2,4,5,7,8,10"	7	0.6496539	0.6499085	0.4468182	0.6500988	0.6237161	0.7045547
"1,2,4,5,7,8,11"	7	0.657833	0.6605747	0.4417077	0.6592852	0.6199062	0.7043505
"1,2,4,5,7,8,12"	7	0.6493124	0.6610159	0.4818391	0.6504093	0.6255885	0.7018598
"1,2,4,5,7,8,9"	7	0.6600731	0.6881962	0.4633708	0.660392	0.6210986	0.7123738
"1,2,4,5,7,9,10"	7	0.6602207	0.6699181	0.4462279	0.6546797	0.6148737	0.7080169
"1,2,4,5,7,9,11"	7	0.6621163	0.6820423	0.4868182	0.6612348	0.6267982	0.706609
"1,2,4,5,7,9,12"	7	0.6591038	0.6674995	0.4462279	0.6569483	0.6138971	0.7091149
"1,2,4,5,8,10,11"	7	0.6522112	0.6522355	0.4876837	0.6545766	0.610444	0.7042363
"1,2,4,5,8,10,12"	7	0.6616249	0.6553802	0.4318182	0.6550725	0.6184477	0.7004756
"1,2,4,5,8,11,12"	7	0.6544788	0.6415643	0.4511111	0.6641797	0.6253973	0.7097861
"1,2,4,5,8,9,10"	7	0.6693679	0.6878559	0.4746067	0.6673642	0.6231065	0.7093831
"1,2,4,5,8,9,11"	7	0.6580193	0.6809508	0.4622222	0.667577	0.6233871	0.7153257
"1,2,4,5,8,9,12"	7	0.6705998	0.6731747	0.4482917	0.6636171	0.6166416	0.7052613
"1,2,4,5,9,10,11"	7	0.6550705	0.6688612	0.4633708	0.6618522	0.6180526	0.7086123
"1,2,4,5,9,10,12"	7	0.6614303	0.6586245	0.4539683	0.6530322	0.627253	0.7044495
"1,2,4,5,9,11,12"	7	0.6623764	0.6676083	0.4864082	0.6579602	0.6260538	0.7037935
"1,2,4,6,10,11,12"	7	0.6379247	0.6372589	0.4247746	0.6570898	0.6410233	0.7154872
"1,2,4,6,7,10,11"	7	0.6349771	0.636677	0.4302135	0.6472102	0.6247858	0.7108958
"1,2,4,6,7,10,12"	7	0.6093117	0.64441	0.3790914	0.6407286	0.6316523	0.706503
"1,2,4,6,7,11,12"	7	0.6263637	0.6322339	0.4369748	0.6487906	0.631615	0.7118886
"1,2,4,6,7,8,10"	7	0.6241217	0.6464439	0.406383	0.6500728	0.6348554	0.7020152
"1,2,4,6,7,8,11"	7	0.6450798	0.6579303	0.4868154	0.6628373	0.628104	0.7047326
"1,2,4,6,7,8,12"	7	0.5966153	0.6554594	0.4610507	0.6462724	0.6318868	0.7020954
"1,2,4,6,7,8,9"	7	0.6532012	0.6631348	0.4308824	0.6535134	0.6220625	0.7006133
"1,2,4,6,7,9,10"	7	0.6427136	0.6703872	0.4645147	0.6529113	0.6230023	0.70459
"1,2,4,6,7,9,11"	7	0.6510599	0.671287	0.4369748	0.6660884	0.6229193	0.7112872
"1,2,4,6,7,9,12"	7	0.616585	0.6627631	0.4462279	0.6514377	0.6287246	0.6992747
"1,2,4,6,8,10,11"	7	0.6511905	0.6373288	0.4834218	0.6520982	0.6224771	0.7120695
"1,2,4,6,8,10,12"	7	0.6181727	0.6474751	0.4301413	0.6505324	0.6342081	0.7087357
"1,2,4,6,8,11,12"	7	0.626213	0.653904	0.4546067	0.6672769	0.6378019	0.7249381
"1,2,4,6,8,9,10"	7	0.6328557	0.666996	0.4295238	0.656667	0.6207657	0.6881978
"1,2,4,6,8,9,11"	7	0.6493592	0.6531911	0.4495455	0.6677044	0.6186555	0.7104182
